NroSeq;NfDatEmis;NfNumero;NfForCod;MunNom;TraBairro;ItemNumSeq;ItemProCod;ProNom;ItemQtdade;ProVlrPreco;ProVlrPLiq;ProNomEmbEstoque
1474;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;69;39877;SABONETE NIVEA ORQUIDEAS 85G;1;3,29;85;UN
1475;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;70;29455;ERVA MATE REALEZA S ACUCAR 1KG;1;15,99;1000;PCT
1476;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;71;29455;ERVA MATE REALEZA S ACUCAR 1KG;1;15,99;1000;PCT
1477;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;72;15885;SABONETE NIVEA FLOR LARANJEIRA 85G;1;3,29;85;UN
1478;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;73;63414;SABONETE BIOFLEUR LAVANDA ADVANCED SKIN CARE 180G;1;4,89;180;UN
1479;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;74;10578;MISTURA TEMP SAZON VERMELHO PCT 60G;1;6,45;60;PCT
1480;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;75;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
1481;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;76;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
1482;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;77;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
1483;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;78;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
1484;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;79;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
1485;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;80;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
1486;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;81;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
1487;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;82;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
1488;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;83;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
1489;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;84;7049;DESINF BRILHA SUL PINHO 2000ML ***;1;6,98;2000;FRS
1490;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;85;10283;VASSOURA PLURI COM CABO;1;8,99;500;UN
1491;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;86;61148;SUCO TRINK LIMAO 15G;1;0,99;15;UN
1492;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;87;7482;AGUA MIN SARANDI SGAS 500ML PP;1;0,99;500;PT
1493;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;88;2525;VINAGRE KOLLER ALCOOL FRC 3LT;1;15,69;3000;FRS
1494;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;89;9702;SABAO PO BRILHANTE LIMPEZA TOTAL SACHE 800G;1;14,99;800;SCH
1495;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;90;2546;AMACIANTE TOP LUZ BRISA DE VERAO 5L;1;19,99;5000;UN
1496;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;91;23606;AGUA SANIT GIRANDO SOL VERDE 5LT;1;13,99;5000;UN
1497;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;92;63328;ESPONJA ASSOLAN 10% DESCONTO C 8UND 45G;1;3,19;45;PCT
1498;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;93;5598;ARROZ ALEGRE BRANCO TP1 5KG;1;29,98;5000;PCT
1499;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;94;10945;DETERG LIQ LIMPOL NEUTRO 500ML;1;2,99;500;FRS
1500;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;95;19534;ALVEJANTE SAIF S CLORO 1L;1;9,49;1000;UN
1501;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;96;10946;DETERG LIQ LIMPOL MACA 500ML;1;2,99;500;UN
1502;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;97;3216;ESCOVA CONDOR LAVAR ROUPA OVAL MAD REF 16;1;8,48;20;UN
1503;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;98;20286;KETCHUP HEMMER ZERO FRASCO 310G;1;10,69;310;BIS
1504;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;99;29481;PALITO DENTAL BILLA MADEIRA MENTOLADO 50UND;1;1,91;50;CX
1505;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;100;49759;SHAMPOO MONANGE BOOST DE CRESCIMENTO 325ML;1;11,69;325;FRS
1506;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;101;18865;BOM AR AEROS CHEIRINHO TALCO EMB ECON 360ML;1;20,89;360;FRS
1507;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;102;42705;ODORIZANTE COALA SPRAY EUCALIPTO 120ML;1;14,99;120;FRS
1508;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;103;9859;AGUA TONICA ANTARCTICA LATA 350ML;1;3,69;350;LT
1509;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;104;9859;AGUA TONICA ANTARCTICA LATA 350ML;1;3,69;350;LT
1510;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;105;2361;REFRIG PEPSI COLA PET 2LT;1;6,99;2000;PT
1511;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;106;2361;REFRIG PEPSI COLA PET 2LT;1;6,99;2000;PT
1512;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;107;8776;SHAMPOO SKALA ANTICASPA 2X1 325ML ***;1;16,69;325;UN
1513;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;108;35328;CREME TRAT VINI LADY HIDRATACAO MISCELAR 900G;1;13,59;900;PTE
1514;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;109;7770;ESFREGAO ACO ANGELNA C 1UND 6G;1;1,59;6;UN
1515;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;110;33534;TRIDENT 14S MELANCIA 25 2G;1;9,98;25;UN
1516;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;111;555;ADOCANTE ADOCYL 100ML;1;4,89;100;FRS
1517;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;112;9859;AGUA TONICA ANTARCTICA LATA 350ML;1;3,69;350;LT
1518;2024-01-02 00:00:00;633690;23709;FREDERICO WESTPHALEN;FATIMA;113;5170;AGUA MIN VALLE AZUL CGAS DESC 500ML;12;1,08;510;PT
1519;2024-01-02 00:00:00;633723;26370;FREDERICO WESTPHALEN;INTERIOR;1;6797;PAO CACETINHO KG;0,375999987;13,99;1000;KG
1520;2024-01-02 00:00:00;633723;26370;FREDERICO WESTPHALEN;INTERIOR;2;6797;PAO CACETINHO KG;0,386000007;13,99;1000;KG
1521;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;1;31678;AGUA MIN FONTE DA ILHA SGAS PET 500ML;1;1,29;500;PT
1522;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;2;5531;SABAO PO OMO LAVAGEM PERFEITA 800G;1;17,98;800;CX
1523;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;3;53012;AMACIANTE YPE ACONCHEGO AZUL LV2L PG1600ML 20% DES;1;9,59;2000;UN
1524;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;4;1634;COLORAU CBS PCT 150G;1;6,59;150;PCT
1525;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;5;10579;MISTURA TEMP SAZON VERDE PCT 60G;1;6,45;60;PCT
1526;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;6;21986;PASTILHA ADESIVA APLIK MARINE 10G;1;6,59;10;UN
1527;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;7;22725;SABAO MABELLA ALCOOL 400G;1;5,79;400;UN
1528;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;8;1870;GUARDANAPO PAPEL MAXIM 23X22CM TOPLINE 50UND;1;1,69;5;PCT
1529;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;9;17319;TOALHA PAPEL MAXIM 22X20CM C 2UND;1;5,38;100;PCT
1530;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;10;38903;CALDO MAGGI GALINHA 57G;1;2,28;57;CX
1531;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;11;16916;PRATO DESC COPOMAIS BOLO 150MM C10;1;2,29;30;PCT
1532;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;12;16916;PRATO DESC COPOMAIS BOLO 150MM C10;1;2,29;30;PCT
1533;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;13;42540;CALDO MAGGI CARNE TABLETE 57G;1;2,49;57;CX
1534;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;14;9795;PALITO DENTAL MARFIN C100 UND;1;2,19;50;CX
1535;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;15;38903;CALDO MAGGI GALINHA 57G;1;2,28;57;CX
1536;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;16;6298;DETERG LIQ YPE CLEAR 500ML;1;3,38;500;UN
1537;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;17;5073;DETERG LIQ YPE GUARANA CLEAR CARE 500ML;1;3,38;500;UN
1538;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;18;6206;DETERG LIQ YPE LIMAO 500ML;1;3,38;500;UN
1539;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;19;6195;DETERG LIQ YPE NEUTRO 500ML;1;3,38;500;UN
1540;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;20;45487;AGUA SANIT TAQ LIMPO 5L;1;16,98;5000;UN
1541;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;21;16589;DESINF BRILHA SUL TALCO 2000ML;1;6,98;2000;UN
1542;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;22;5734;FEIJAO ARBAZA PRETO PCT 1KG;1;7,99;1000;PCT
1543;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;23;22366;IOG FRIMESA MORANGO COCO BJA 540G;1;5,79;540;BJA
1544;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;24;60974;SAGU BELLA DICA 400G;1;6,99;400;PCT
1545;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;25;10915;PIPOCA ARBAZA IMPORTADA 500G;1;4,78;500;PCT
1546;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;26;803;FARINHA MILHO BEATRIZ MEDIA 1KG;1;4,98;1000;PCT
1547;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;27;46831;SALSICHA PERDIGAO HOT DOG S CORANTE 500G SHDS;1;10,36;500;PCT
1548;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;28;10915;PIPOCA ARBAZA IMPORTADA 500G;1;4,78;500;PCT
1549;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;29;4212;PANETTONE COTRIFRED CHOCOLATE 500G;1;12;500;UN
1550;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;30;6797;PAO CACETINHO KG;0,99000001;13,99;1000;KG
1551;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;31;4302;SALGADO ASSADO COTRIFRED KG;0,164000005;39,98;1000;KG
1552;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;32;37009;COXINHA BREAD KING COQUETEL CRU FRANGO KG;0,097999997;44,99;1000;KG
1553;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;33;37011;BOLINHA QUEIJO BREAD KING COQUETEL CRU KG;0,092;47,98;1000;KG
1554;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;34;11482;LIXA 3M 331Q P80;1;2,59;2;UN
1555;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;35;11482;LIXA 3M 331Q P80;1;2,59;2;UN
1556;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;36;56684;BATATA PALITO BEM BRASIL PCT 1500G;1;28,49;2500;PCT
1557;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;37;17166;REFRIG SUKITA LARANJA PET 2LT;1;5,99;2000;PT
1558;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;38;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
1559;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;39;3373;COXA SOBRECOXA FRANGO CONG INT KG;2,078000069;9,99;1000;KG
1560;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;40;46831;SALSICHA PERDIGAO HOT DOG S CORANTE 500G SHDS;1;10,36;500;PCT
1561;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;41;3373;COXA SOBRECOXA FRANGO CONG INT KG;1,340999961;9,99;1000;KG
1562;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;42;52182;BOMBOM ESPECIALIDADES NESTLE 15 BOMB 11 VARIE 251G;1;13,95;251;CX
1563;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;43;24805;OLEO SOJA COAMO PET 900ML;1;6,99;900;PT
1564;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;44;8528;MAIONESE TRAD FUGINI SACHE BICO 300G;1;3,79;300;SCH
1565;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;45;22130;MASSA LASANHA ITALYANI 500G;1;9,99;500;PCT
1566;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;47;44201;CHOC GRAN KELLY PRETO BRANCO PCT 75G;1;3,34;75;PCT
1567;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;48;10656;MAC INST PARATI TEMP GALINHA CAIPIRA 70G;1;1,69;70;PCT
1568;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;49;5787;BATATA PALHA PALLY NATURAL 70G;1;5,49;70;PCT
1569;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;50;893;NESCAU ACHOCOLATADO PO FATOR CRESCER SACHE 550G;1;14,59;550;SCH
1570;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;51;4626;ERVILHA MILHO QUERO TP 170G;1;6,99;170;TP
1571;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;52;2671;CREME DENTAL COLGATE BRANCO MPA 90G;1;5,47;90;UN
1572;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;53;6257;MORTADELA AURORA NALO PECA 1KG;1;15,19;1000;UN
1573;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;54;20908;MOLHO TOM QUERO HOT DOG SACHE 300G;1;3,59;300;SCH
1574;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;55;14673;MOLHO TOM FUGINI TRAD PENEIRADO SACHE 300G;1;2,19;300;SCH
1575;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;56;824;CATCHUP QUERO TRADICIONAL BISNAGA 400G;1;8,59;400;BIS
1576;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;57;6165;PAO AMANHECIDO KG;0,43900001;8,9;1000;KG
1577;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;58;14673;MOLHO TOM FUGINI TRAD PENEIRADO SACHE 300G;1;2,19;300;SCH
1578;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;59;34931;BISC CLUB SOCIAL PIZZA 141G;1;6,29;141;PCT
1579;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;60;23264;WAFER ORQUIDEA CHOCOLATE 100G;1;2,69;100;PCT
1580;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;61;17655;GELATINA APTI LIMAO CX 20G;1;1,69;20;CX
1581;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;62;17275;GELATINA APTI UVA CX 20G;1;1,69;20;CX
1582;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;63;17275;GELATINA APTI UVA CX 20G;1;1,69;20;CX
1583;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;64;61186;EXT TOM ELEFANTE TRADICIONAL POTE 300G;1;7,99;300;PTE
1584;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;65;17655;GELATINA APTI LIMAO CX 20G;1;1,69;20;CX
1585;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;66;9346;CAFE IGUACU SOLUVEL PO SACHET 50G;1;5,87;50;UN
1586;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;67;25395;COCO RALADO DAJU UMIDO ADOCADO 100G ***;1;6,29;100;PCT
1587;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;68;7568;VINAGRE KOLLER MACA FRC 750ML;1;7,19;750;FRS
1588;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;69;16612;MIST ORQUIDEA PAO MULTIGRAOS 1KG;1;9,49;1000;PCT
1589;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;70;29455;ERVA MATE REALEZA S ACUCAR 1KG;1;15,99;1000;PCT
1590;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;71;16612;MIST ORQUIDEA PAO MULTIGRAOS 1KG;1;9,49;1000;PCT
1591;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;72;16263;CAFE PELE GRANULADO REFIL 50G;1;6,19;50;PCT
1592;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;73;29455;ERVA MATE REALEZA S ACUCAR 1KG;1;15,99;1000;PCT
1593;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;74;11675;ARROZ CIAGRO BRANCO TP1 5KG;1;32,99;5000;PCT
1594;2024-01-02 00:00:00;633766;38239;FREDERICO WESTPHALEN;INTERIOR;75;14763;ACUCAR CRISTAL SANTA ISABEL PCT 5KG;1;22,98;5000;PCT
1595;2024-01-02 00:00:00;633781;2062;FREDERICO WESTPHALEN;INTERIOR;1;22787;APRESUNTADO FRIMESA FATIADO 200G;1;7,19;200;PCT
1596;2024-01-02 00:00:00;633781;2062;FREDERICO WESTPHALEN;INTERIOR;2;14197;MASSA ORQUIDEA OVOS RIGATONE 500G;1;5,39;500;PCT
1597;2024-01-02 00:00:00;633781;2062;FREDERICO WESTPHALEN;INTERIOR;3;9386;PASTEL COTRIFRED KG;0,219999999;39,9;1000;KG
1598;2024-01-02 00:00:00;633781;2062;FREDERICO WESTPHALEN;INTERIOR;4;38921;HAMBURGUER COTRIFRED KG;0,203999996;39,9;1000;KG
1599;2024-01-02 00:00:00;633781;2062;FREDERICO WESTPHALEN;INTERIOR;5;5870;QUEIJO RALADO STEFANELO PARMESAO PCT 50G;1;6,18;50;PCT
1600;2024-01-02 00:00:00;633781;2062;FREDERICO WESTPHALEN;INTERIOR;6;6797;PAO CACETINHO KG;0,370000005;13,99;1000;KG
1601;2024-01-02 00:00:00;633781;2062;FREDERICO WESTPHALEN;INTERIOR;7;43248;MASSA PASTEL DI NAPOLI MEDIA DL 500G;1;8,49;500;PCT
1602;2024-01-02 00:00:00;633828;38468;FREDERICO WESTPHALEN;DISTRITO INDUSTRIAL;1;2555;PIZZA COTRIFRED PRONTA KG;0,194000006;42,99;1000;KG
1603;2024-01-02 00:00:00;633834;33771;FREDERICO WESTPHALEN;SAO CRISTOVAO;1;36179;PAO QUEIJO BREAD KING TRADICIONAL KG;0,061999999;41,29;1000;KG
1604;2024-01-02 00:00:00;633834;33771;FREDERICO WESTPHALEN;SAO CRISTOVAO;2;7091;LEITE ELEGE UHT KIDS CHOCOLATE 200ML;1;1,96;200;TP
1605;2024-01-02 00:00:00;633843;31709;FREDERICO WESTPHALEN;SANTO ANTONIO;1;7169;LEITE ELEGE UHT KIDS MORANG0 200ML;1;1,96;200;TP
1606;2024-01-02 00:00:00;633843;31709;FREDERICO WESTPHALEN;SANTO ANTONIO;2;36179;PAO QUEIJO BREAD KING TRADICIONAL KG;0,108000003;41,29;1000;KG
1607;2024-01-02 00:00:00;633847;20363;FREDERICO WESTPHALEN;SAO CRISTOVAO;1;46022;IOG BATAVO PENSE ZERO 10X MAIS PEDACOS FRUTAS 100G;1;2,99;100;UN
1608;2024-01-02 00:00:00;633858;38461;FREDERICO WESTPHALEN;CENTRO;1;6847;AGUA MIN FONTE DA ILHA CG PET 500ML;1;1,39;500;UN
1609;2024-01-02 00:00:00;633858;38461;FREDERICO WESTPHALEN;CENTRO;2;3293;AGUA SANIT Q BOA 1L;1;4,53;1000;UN
1610;2024-01-02 00:00:00;633858;38461;FREDERICO WESTPHALEN;CENTRO;3;27458;REFRESCO FRUKITO SABORIZADO COM FRUTAS CITRICAS 2L;1;5,98;2000;PT
1611;2024-01-02 00:00:00;633858;38461;FREDERICO WESTPHALEN;CENTRO;4;14156;AGUA MIN FONTE DA ILHA CGAS PET 2L;1;5,49;2000;UN
1612;2024-01-02 00:00:00;633858;38461;FREDERICO WESTPHALEN;CENTRO;5;6698;F MAMAO FORMOSA KG;1,059999943;7,79;1000;KG
1613;2024-01-02 00:00:00;633866;17354;FREDERICO WESTPHALEN;APARECIDA;1;18666;CHINELO HAV BRASIL PRETO 43X44;1;42,98;100;PR
1614;2024-01-02 00:00:00;633875;31302;FREDERICO WESTPHALEN;CENTRO;1;23535;BOLACHAO NANY MEL TRADICIONAL PCT 400G;1;9,69;400;PCT
1615;2024-01-02 00:00:00;633881;36180;FREDERICO WESTPHALEN;ITAPAGE;1;6709;F PERA PACKER KG;0,189999998;10,99;1000;KG
1616;2024-01-02 00:00:00;633881;36180;FREDERICO WESTPHALEN;ITAPAGE;2;6684;F BANANA CATURRA KG;0,324999988;3,99;1000;KG
1617;2024-01-02 00:00:00;633893;129;FREDERICO WESTPHALEN;INTERIOR;1;8807;NAFTALINA SANI ALL BOLAS 40G;1;4,48;40;PCT
1618;2024-01-02 00:00:00;633893;129;FREDERICO WESTPHALEN;INTERIOR;2;8807;NAFTALINA SANI ALL BOLAS 40G;1;4,48;40;PCT
1619;2024-01-02 00:00:00;633893;129;FREDERICO WESTPHALEN;INTERIOR;3;1859;CERVEJA SKOL LATA 473ML;12;4,49;473;LT
1620;2024-01-02 00:00:00;633909;35140;FREDERICO WESTPHALEN;CENTRO;1;47970;TORRADA ISABELA MULTIGRAOS 142G;1;5,89;142;PCT
1621;2024-01-02 00:00:00;633909;35140;FREDERICO WESTPHALEN;CENTRO;2;9894;GRANOLA CERELUS TRADICIONAL 250G;1;9,59;250;PCT
1622;2024-01-02 00:00:00;633909;35140;FREDERICO WESTPHALEN;CENTRO;3;10915;PIPOCA ARBAZA IMPORTADA 500G;1;4,78;500;PCT
1623;2024-01-02 00:00:00;633909;35140;FREDERICO WESTPHALEN;CENTRO;4;1364;NESCAFE TRADICAO FORTE SACHE 40G;1;4,79;40;PCT
1624;2024-01-02 00:00:00;633909;35140;FREDERICO WESTPHALEN;CENTRO;5;1364;NESCAFE TRADICAO FORTE SACHE 40G;1;4,79;40;PCT
1625;2024-01-02 00:00:00;633909;35140;FREDERICO WESTPHALEN;CENTRO;6;47970;TORRADA ISABELA MULTIGRAOS 142G;1;5,89;142;PCT
1626;2024-01-02 00:00:00;633909;35140;FREDERICO WESTPHALEN;CENTRO;7;21374;ERVA MATE PROVINCIA NATIVA S ACUCAR 1K;1;14,99;1000;PCT
1627;2024-01-02 00:00:00;633924;16791;FREDERICO WESTPHALEN;CENTRO;1;14351;ESPUMANTE SAN MARTIN MOSCATEL BRANCA 660ML;1;23,39;660;UN
1628;2024-01-02 00:00:00;633926;2809;FREDERICO WESTPHALEN;INTERIOR;1;6860;SORVETE SKINABON NAPOLITANO ESPECIAL 2L;1;27,99;2000;PTE
1629;2024-01-02 00:00:00;633926;2809;FREDERICO WESTPHALEN;INTERIOR;2;3131;ESPONJA BETTANIN ESFREBON LV4 PG3 110X74X23;1;5,29;40;UN
1630;2024-01-02 00:00:00;633926;2809;FREDERICO WESTPHALEN;INTERIOR;3;19356;TOALHA PAPEL MILI 2 ROLO 200 TOALHAS;1;10,49;400;CJ
1631;2024-01-02 00:00:00;633956;23985;FREDERICO WESTPHALEN;CENTRO;1;44859;MAC INST NISSIN CUP NOODLES FRUTOS DO MAR 65G;1;5,39;70;UN
1632;2024-01-02 00:00:00;633956;23985;FREDERICO WESTPHALEN;CENTRO;2;44859;MAC INST NISSIN CUP NOODLES FRUTOS DO MAR 65G;1;5,39;70;UN
1633;2024-01-02 00:00:00;633956;23985;FREDERICO WESTPHALEN;CENTRO;3;42006;MARSHMALLOW FINI CAMPING PCT 250G;1;12,89;250;PCT
1634;2024-01-02 00:00:00;633956;23985;FREDERICO WESTPHALEN;CENTRO;4;46353;BISCOITO ESPECIAL KG;0,165999994;59,9;1000;KG
1635;2024-01-02 00:00:00;633956;23985;FREDERICO WESTPHALEN;CENTRO;5;36105;OLEO COCO QUALICOCO EXTRA VIRGEM VD 200ML;1;22,98;200;VDO
1636;2024-01-02 00:00:00;633956;23985;FREDERICO WESTPHALEN;CENTRO;6;178;TRIDENT HORTELA MENTA 8G 5UND;1;2,59;9;UN
