NroSeq;NfDatEmis;NfNumero;NfForCod;MunNom;TraBairro;ItemNumSeq;ItemProCod;ProNom;ItemQtdade;ProVlrPreco;ProVlrPLiq;ProNomEmbEstoque
695;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;13;5170;AGUA MIN VALLE AZUL CGAS DESC 500ML;1;1,08;510;PT
696;2024-01-02 00:00:00;631990;19191;FREDERICO WESTPHALEN;APARECIDA;14;83;F ALFACE;1;2,99;100;UN
697;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;1;20939;LEITE NINHO SEMIDESNATADO LEVINHO UHT TP 1L 7427;1;6,49;1000;TP
698;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;2;34963;IOG BATAVO GREGO TRADICIONAL 100G;1;2,99;120;PTE
699;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;3;20294;HAMBURGER PERDIGAO FRANGO 56G HFG020;1;1,69;56;UN
700;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;4;10123;ERVA MATE ALTO URUGUAI TRADIC EMB PLAST E PAPEL 1K;1;14,98;1000;PCT
701;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;5;28739;FILE PEITO FRANGO MAIS FRANGO BANDEJA 1KG;1;18,59;1000;BJA
702;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;6;28739;FILE PEITO FRANGO MAIS FRANGO BANDEJA 1KG;1;18,59;1000;BJA
703;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;7;35090;EXT TOM FUGINI SACHE 190G;1;2,29;190;SCH
704;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;8;20286;KETCHUP HEMMER ZERO FRASCO 310G;1;10,69;310;BIS
705;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;9;25556;CHA CHILENO CAMOMILA C MEL ECON 10 SACHE CX 10G;1;5,1;10;CX
706;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;10;32034;IOG BATAVO PEDACOS DUO ABACAXI COCO 100G;1;2,99;100;PTE
707;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;11;52916;ERVILHA QUERO SACHE 170G;1;5,69;170;SCH
708;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;12;25551;CHA CHILENO HORTELA 10 SACHE CX 10G;1;5,1;10;CX
709;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;13;1344;OREGANO BRINCO DE OURO 10G;1;4,2;10;TBO
710;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;14;23264;WAFER ORQUIDEA CHOCOLATE 100G;1;2,69;100;PCT
711;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;15;57730;FRANGO A PASSARINHO SEARA SOLTINHOS IKF PCT 1KG;1;12,49;1000;PCT
712;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;16;20757;REFRIG COCA COLA ZERO PET 200ML;1;2,29;200;PT
713;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;17;5170;AGUA MIN VALLE AZUL CGAS DESC 500ML;1;1,08;510;PT
714;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;18;5170;AGUA MIN VALLE AZUL CGAS DESC 500ML;1;1,08;510;PT
715;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;19;313;F BATATA DOCE ASSADA KG;0,155000001;8,49;1000;KG
716;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;20;54065;REFRIG FRUKI GUARANA ZERO MINI PET 200ML;1;1,39;200;PT
717;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;21;158;CALDO APTI GALINHA 57G;1;1,69;57;CX
718;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;22;10447;ERVILHA CENOURA ODERICH LATA 200G;1;5,89;200;LT
719;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;23;37842;IOG NESTLE GREGO TORTA TRADICIONAL 90G;1;3,66;90;UN
720;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;24;33129;IOG NESTLE GREGO TORTA DE LIMAO 90G;1;3,66;90;UN
721;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;28;54864;CREME LEITE CCGL UHT 17% GORDURA TP 200G;1;3,79;200;TP
722;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;29;20757;REFRIG COCA COLA ZERO PET 200ML;1;2,29;200;PT
723;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;30;43;F GENGIBRE KG;0,045000002;14,39;1000;KG
724;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;31;30129;PIZZA PELEGRINI CALABRESA 550G ***;1;14,59;550;UN
725;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;32;6696;F ABACAXI FRUTA UND;1;8,29;1000;UN
726;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;33;83;F ALFACE;1;2,99;100;UN
727;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;34;70;F AMEIXA COMUM KG;0,245000005;17,99;1000;KG
728;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;35;6692;F LIMAO TAITTI SOLTO KG;0,270000011;3,99;1000;KG
729;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;36;6713;F ABOBRINHA ITALIANA KG;0,370000005;7,69;1000;KG
730;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;37;848;F BATATA DOCE ROXA KG;0,660000026;4,99;1000;KG
731;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;38;6700;F CENOURA SOLTA KG;0,405000001;4,29;1000;KG
732;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;39;49065;PAO PULLMAN ARTESANO INTEGRAL 500G;1;13,57;500;UN
733;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;40;13987;AGUA COCO DUCOCO NATUR TP 200ML;1;3,19;200;TP
734;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;41;13987;AGUA COCO DUCOCO NATUR TP 200ML;1;3,19;200;TP
735;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;42;13987;AGUA COCO DUCOCO NATUR TP 200ML;1;3,19;200;TP
736;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;43;205;LIMP CASA PERFUME INTUIZIONE 500ML;1;5,79;500;UN
737;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;44;18117;DETERG LIQ LIMPOL LAVANDA 500ML;1;2,99;500;UN
738;2024-01-02 00:00:00;631998;27555;FREDERICO WESTPHALEN;CENTRO;45;862;F BATATA INGLESA MONALISA KG;0,74000001;7,99;1000;KG
739;2024-01-02 00:00:00;632056;193;FREDERICO WESTPHALEN;INTERIOR;1;46791;CONFEITO ROBO C LUZ 12G ***;1;28,79;12;UN
740;2024-01-02 00:00:00;632056;193;FREDERICO WESTPHALEN;INTERIOR;2;46797;CARRINHO BABY MANIA UNIAO ***;1;28,39;12;UN
741;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;1;26381;PAPEL HIG DUETTO NEUTRO FOLHA DUPLA 30M L12 P11;1;18,29;200;PCT
742;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;2;3093;DETERG LIQ LIMPOL CRISTAL 500ML;1;2,99;500;UN
743;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;3;38923;REFRIG COCA COLA PET RETORNAVEL 2L;1;8,59;2000;PT
744;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;4;38923;REFRIG COCA COLA PET RETORNAVEL 2L;1;8,59;2000;PT
745;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;5;21679;VANISH OXI ACTION ROSA TIRA MANCHAS PO SACHE 400G;1;24,19;400;SCH
746;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;6;21679;VANISH OXI ACTION ROSA TIRA MANCHAS PO SACHE 400G;1;24,19;400;SCH
747;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;7;39212;AMACIANTE DOWNY CONC MAIS INTENSO 1500ML;1;36,99;1500;FRS
748;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;8;63695;REPELENTE NO MOSQUITO AEROSOL 150ML;1;17,82;150;UN
749;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;9;3994;GLADE AUTOMATIC REFIL FRES AGUAS FLORAIS 269ML PRO;1;43,88;269;UN
750;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;10;8061;SABAO PO OMO LAVAGEM PERF CAIXA 2200G RENDE 2700G;1;37,9;2200;CX
751;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;11;8061;SABAO PO OMO LAVAGEM PERF CAIXA 2200G RENDE 2700G;1;37,9;2200;CX
752;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;12;35252;DESOD AEROS REXONA FEM SEM PERFUME 150ML 90G;1;19,9;90;UN
753;2024-01-02 00:00:00;632078;4967;FREDERICO WESTPHALEN;CENTRO;13;20366;LAVA ROUPA AQUA FAST LIQ GLICERINA 3000ML;1;25,49;3000;UN
754;2024-01-02 00:00:00;632085;37797;FREDERICO WESTPHALEN;ACS PALMITINHO;1;32557;REFRIG PEPSI COLA BLACK ZERO LATA 350ML;1;2,99;350;LT
755;2024-01-02 00:00:00;632085;37797;FREDERICO WESTPHALEN;ACS PALMITINHO;2;36179;PAO QUEIJO BREAD KING TRADICIONAL KG;0,054000001;41,29;1000;KG
756;2024-01-02 00:00:00;632109;13486;FREDERICO WESTPHALEN;DISTRITO INDUSTRIAL;1;6797;PAO CACETINHO KG;0,515999973;13,99;1000;KG
757;2024-01-02 00:00:00;632138;6252;FREDERICO WESTPHALEN;JARDIM PRIMAVERA;1;602;F UVA COLONIAL KG;1,38499999;11,99;1000;KG
758;2024-01-02 00:00:00;632138;6252;FREDERICO WESTPHALEN;JARDIM PRIMAVERA;2;6700;F CENOURA SOLTA KG;0,400000006;4,29;1000;KG
759;2024-01-02 00:00:00;632138;6252;FREDERICO WESTPHALEN;JARDIM PRIMAVERA;3;6797;PAO CACETINHO KG;0,365999997;13,99;1000;KG
760;2024-01-02 00:00:00;632138;6252;FREDERICO WESTPHALEN;JARDIM PRIMAVERA;4;313;F BATATA DOCE ASSADA KG;0,395000011;8,49;1000;KG
761;2024-01-02 00:00:00;632138;6252;FREDERICO WESTPHALEN;JARDIM PRIMAVERA;5;55954;PANETTONE CASA DORO GOTAS CHOCOLATE 400G;1;9,98;400;UN
762;2024-01-02 00:00:00;632169;435;FREDERICO WESTPHALEN;INTERIOR;1;10906;ARROZ BRINCO OURO BRANCO TP1 PCT 5KG;1;31,99;5000;PCT
763;2024-01-02 00:00:00;632169;435;FREDERICO WESTPHALEN;INTERIOR;2;11076;LEITE ELEGE UHT INTEGRAL 3% GORDURA TP 1L;1;5,29;1000;TP
764;2024-01-02 00:00:00;632169;435;FREDERICO WESTPHALEN;INTERIOR;3;11076;LEITE ELEGE UHT INTEGRAL 3% GORDURA TP 1L;1;5,29;1000;TP
765;2024-01-02 00:00:00;632169;435;FREDERICO WESTPHALEN;INTERIOR;4;11076;LEITE ELEGE UHT INTEGRAL 3% GORDURA TP 1L;1;5,29;1000;TP
766;2024-01-02 00:00:00;632169;435;FREDERICO WESTPHALEN;INTERIOR;5;11076;LEITE ELEGE UHT INTEGRAL 3% GORDURA TP 1L;1;5,29;1000;TP
767;2024-01-02 00:00:00;632169;435;FREDERICO WESTPHALEN;INTERIOR;6;11076;LEITE ELEGE UHT INTEGRAL 3% GORDURA TP 1L;1;5,29;1000;TP
768;2024-01-02 00:00:00;632169;435;FREDERICO WESTPHALEN;INTERIOR;7;13708;NESCAFE TRADICAO GRANULADO VDO 200G;1;21,99;200;VDO
769;2024-01-02 00:00:00;632169;435;FREDERICO WESTPHALEN;INTERIOR;8;13833;CERVEJA POLAR EXPORT LATA 473ML;12;4,39;473;LT
770;2024-01-02 00:00:00;632201;38046;FREDERICO WESTPHALEN;CENTRO;1;6691;F MELAO ESPANHOL KG;1,279999971;6,94;1000;KG
771;2024-01-02 00:00:00;632201;38046;FREDERICO WESTPHALEN;CENTRO;2;178;TRIDENT HORTELA MENTA 8G 5UND;1;2,59;9;UN
772;2024-01-02 00:00:00;632201;38046;FREDERICO WESTPHALEN;CENTRO;4;54834;MILHO VERDE FUGINI SACHE 170G;1;3,79;170;SCH
773;2024-01-02 00:00:00;632201;38046;FREDERICO WESTPHALEN;CENTRO;5;6699;F MACA NACIONAL FUJI KG;0,419999987;12,99;1000;KG
774;2024-01-02 00:00:00;632210;34952;FREDERICO WESTPHALEN;INTERIOR;1;6797;PAO CACETINHO KG;0,266000003;13,99;1000;KG
775;2024-01-02 00:00:00;632210;34952;FREDERICO WESTPHALEN;INTERIOR;2;14886;REFRIG COCA COLA ZERO DESC 600ML;1;5,69;600;UN
776;2024-01-02 00:00:00;632210;34952;FREDERICO WESTPHALEN;INTERIOR;3;54119;ESPETINHO DE FRANGO COTRIFRED KG;0,187999994;39,9;1000;KG
777;2024-01-02 00:00:00;632210;34952;FREDERICO WESTPHALEN;INTERIOR;4;54118;ESPETINHO DE CARNE COTRIFRED KG;0,158000007;49,9;1000;KG
778;2024-01-02 00:00:00;632210;34952;FREDERICO WESTPHALEN;INTERIOR;5;1900;TRIDENT CANELA 8G 5UN;1;2,59;9;UN
779;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;1;12877;TODDYNHO TP 200ML;1;3,39;200;TP
780;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;2;12877;TODDYNHO TP 200ML;1;3,39;200;TP
781;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;3;12877;TODDYNHO TP 200ML;1;3,39;200;TP
782;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;4;12877;TODDYNHO TP 200ML;1;3,39;200;TP
783;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;5;83;F ALFACE;1;2,99;100;UN
784;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;6;6699;F MACA NACIONAL FUJI KG;1,004999995;12,99;1000;KG
785;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;7;6698;F MAMAO FORMOSA KG;1,375;7,79;1000;KG
786;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;8;862;F BATATA INGLESA MONALISA KG;1,414999962;7,99;1000;KG
787;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;9;6687;F PIMENTAO VERDE KG;0,200000003;9,99;1000;KG
788;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;10;110;F CEBOLA NACIONAL KG;0,855000019;7,69;1000;KG
789;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;11;46316;OVOS VERMELHO CIGANSKI GALINHA PLASTIFICADO C30;1;23,99;1000;BJA
790;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;12;9625;BEB LACTEA SANTA CLARA FRUTAS VERMELHAS SACO 1L;1;6,49;1000;SCO
791;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;13;6608;BEB LACTEA DANONE POLPA MORANGO 510G C6;1;8,99;510;CJ
792;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;18;6694;F BETERRABA SOLTA KG;0,88499999;5,39;1000;KG
793;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;19;6700;F CENOURA SOLTA KG;0,894999981;4,29;1000;KG
794;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;20;12272;BISC PARATI CREAM CRACKER 370G;1;7,89;370;PCT
795;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;21;7268;BISC PARATI AGUA SAL 370G;1;7,29;500;PCT
796;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;22;7268;BISC PARATI AGUA SAL 370G;1;7,29;500;PCT
797;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;23;12496;MASSA GERMANI OVOS PARAFUSO 500G;1;4,19;500;PCT
798;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;24;61186;EXT TOM ELEFANTE TRADICIONAL POTE 300G;1;7,99;300;PTE
799;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;25;1344;OREGANO BRINCO DE OURO 10G;1;4,2;10;TBO
800;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;26;23971;LOURO BRINCO DE OURO FOLHA PCT 10G;1;4,14;10;PCT
801;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;27;52748;PAPRICA KELLY DEFUMADA PCT 20G;1;3,66;20;PCT
802;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;28;51789;PAPRICA BRINCO DE OURO PICANTE PCT 20G;1;4,3;20;PCT
803;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;29;51789;PAPRICA BRINCO DE OURO PICANTE PCT 20G;1;4,3;20;PCT
804;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;30;55134;ERVAS FINAS BRINCO DE OURO PCT 20G;1;4,69;20;PCT
805;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;31;7546;ALHO KITANO GRANULADO ECON PCT 60G;1;9,49;60;PCT
806;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;32;37966;CHIMICHURRI KELLY SEM PIMENTA PCT 20G;1;3,79;20;PCT
807;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;33;11441;SALSA KELLY FLOCOS PCT 13G;1;3,28;13;PCT
808;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;34;37966;CHIMICHURRI KELLY SEM PIMENTA PCT 20G;1;3,79;20;PCT
809;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;35;11441;SALSA KELLY FLOCOS PCT 13G;1;3,28;13;PCT
810;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;36;61145;SUCO TRINK ABACAXI 15G;1;0,99;15;UN
811;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;37;61145;SUCO TRINK ABACAXI 15G;1;0,99;15;UN
812;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;38;61145;SUCO TRINK ABACAXI 15G;1;0,99;15;UN
813;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;39;61145;SUCO TRINK ABACAXI 15G;1;0,99;15;UN
814;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;40;50862;BATATA FRITA LAYS CLASSICA 80G;1;9,99;80;PCT
815;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;41;50862;BATATA FRITA LAYS CLASSICA 80G;1;9,99;80;PCT
816;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;42;50862;BATATA FRITA LAYS CLASSICA 80G;1;9,99;80;PCT
817;2024-01-02 00:00:00;632216;15344;FREDERICO WESTPHALEN;APARECIDA;43;44370;PAO VISCONTI TRADICIONAL 400G;1;7,89;400;UN
818;2024-01-02 00:00:00;632247;31299;FREDERICO WESTPHALEN;CENTRO;1;40001;PACOCA ROLHA DACOLONIA C ACUCAR MASCAVO 18G;1;0,69;45;UN
819;2024-01-02 00:00:00;632247;31299;FREDERICO WESTPHALEN;CENTRO;2;525;PAO CASEIRO SOVADO COTRIFRED KG;0,493999988;19,9;1000;KG
820;2024-01-02 00:00:00;632247;31299;FREDERICO WESTPHALEN;CENTRO;4;83;F ALFACE;1;2,99;100;UN
821;2024-01-02 00:00:00;632282;36591;FREDERICO WESTPHALEN;SAO FRANCISCO DE PAULA;1;60463;CHINELO HAV TOP MARVEL LOGOMANIA MARINHO MAR 23X24;1;32,99;100;PR
822;2024-01-02 00:00:00;632282;36591;FREDERICO WESTPHALEN;SAO FRANCISCO DE PAULA;2;6458;REFRIG COCA COLA DESC 2LT;1;10,59;2000;UN
823;2024-01-02 00:00:00;632282;36591;FREDERICO WESTPHALEN;SAO FRANCISCO DE PAULA;3;61198;SALG ELMA CHIPS CHEETOS ONDA 45G;1;3,49;45;PCT
824;2024-01-02 00:00:00;632282;36591;FREDERICO WESTPHALEN;SAO FRANCISCO DE PAULA;4;61198;SALG ELMA CHIPS CHEETOS ONDA 45G;1;3,49;45;PCT
825;2024-01-02 00:00:00;632282;36591;FREDERICO WESTPHALEN;SAO FRANCISCO DE PAULA;5;30129;PIZZA PELEGRINI CALABRESA 550G ***;1;14,59;550;UN
826;2024-01-02 00:00:00;632282;36591;FREDERICO WESTPHALEN;SAO FRANCISCO DE PAULA;6;30125;PIZZA PELEGRINI FILE 550G ***;1;13,89;550;UN
827;2024-01-02 00:00:00;632282;36591;FREDERICO WESTPHALEN;SAO FRANCISCO DE PAULA;7;25218;FLAY GOURMET PARATI CEBOLA SALSA 40G;1;3,39;40;PCT
828;2024-01-02 00:00:00;632282;36591;FREDERICO WESTPHALEN;SAO FRANCISCO DE PAULA;8;25218;FLAY GOURMET PARATI CEBOLA SALSA 40G;1;3,39;40;PCT
829;2024-01-02 00:00:00;632282;36591;FREDERICO WESTPHALEN;SAO FRANCISCO DE PAULA;9;63227;BIS LACTA LAKA 100 8G 16UND;1;5,89;100;CX
830;2024-01-02 00:00:00;632282;36591;FREDERICO WESTPHALEN;SAO FRANCISCO DE PAULA;10;19517;BISC RECHEADO ISABELA TORTINHAS CHOC AVELA 140G;1;3,59;140;PCT
831;2024-01-02 00:00:00;632282;36591;FREDERICO WESTPHALEN;SAO FRANCISCO DE PAULA;11;2618;BISC RECHEADO ISABELA TORTINHAS CHOC SUICO 140G;1;3,59;140;PCT
832;2024-01-02 00:00:00;632300;15133;FREDERICO WESTPHALEN;CENTRO;1;55954;PANETTONE CASA DORO GOTAS CHOCOLATE 400G;1;9,98;400;UN
833;2024-01-02 00:00:00;632300;15133;FREDERICO WESTPHALEN;CENTRO;2;28779;BATATA PALITO AURORA PRE FRITA PCT 400G;1;9,89;500;PCT
834;2024-01-02 00:00:00;632301;4967;FREDERICO WESTPHALEN;CENTRO;1;54119;ESPETINHO DE FRANGO COTRIFRED KG;0,360000014;39,9;1000;KG
835;2024-01-02 00:00:00;632339;32550;FREDERICO WESTPHALEN;SANTO INACIO;1;34243;LASANHA SADIA 4 QUEIJOS 600G;1;13,99;600;CX
836;2024-01-02 00:00:00;632352;38736;FREDERICO WESTPHALEN;INTERIOR;1;47415;SNICKERS CARAMELO AMENDOIM NOUGAT 45G;1;4,29;45;UN
837;2024-01-02 00:00:00;632352;38736;FREDERICO WESTPHALEN;INTERIOR;2;47415;SNICKERS CARAMELO AMENDOIM NOUGAT 45G;1;4,29;45;UN
838;2024-01-02 00:00:00;632352;38736;FREDERICO WESTPHALEN;INTERIOR;4;55954;PANETTONE CASA DORO GOTAS CHOCOLATE 400G;1;9,98;400;UN
839;2024-01-02 00:00:00;632352;38736;FREDERICO WESTPHALEN;INTERIOR;5;55954;PANETTONE CASA DORO GOTAS CHOCOLATE 400G;1;9,98;400;UN
840;2024-01-02 00:00:00;632352;38736;FREDERICO WESTPHALEN;INTERIOR;6;62905;PRESUNTO AURORA COZ FATIADO 180G;1;7,99;180;PCT
841;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;1;6692;F LIMAO TAITTI SOLTO KG;0,254999995;3,99;1000;KG
842;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;2;44372;BOMBOM OURO BRANCO LACTA UND;1;1,59;20;UN
843;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;3;44371;BOMBOM SONHO VALSA UND;1;1,59;20;UN
844;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;4;44372;BOMBOM OURO BRANCO LACTA UND;1;1,59;20;UN
845;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;5;44372;BOMBOM OURO BRANCO LACTA UND;1;1,59;20;UN
846;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;6;44371;BOMBOM SONHO VALSA UND;1;1,59;20;UN
847;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;7;44371;BOMBOM SONHO VALSA UND;1;1,59;20;UN
848;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;8;63227;BIS LACTA LAKA 100 8G 16UND;1;5,89;100;CX
849;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;9;1708;TRIDENT MORANGO FRUTILLA 8G 5UND;1;2,59;9;UN
850;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;10;178;TRIDENT HORTELA MENTA 8G 5UND;1;2,59;9;UN
851;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;11;62432;CHOC GAROTO BRANCO BISC NEGRESCO 80G;1;4,79;80;BRR
852;2024-01-02 00:00:00;632368;37564;FREDERICO WESTPHALEN;CENTRO;12;62432;CHOC GAROTO BRANCO BISC NEGRESCO 80G;1;4,79;80;BRR
853;2024-01-02 00:00:00;632376;36152;FREDERICO WESTPHALEN;SANTO INACIO;1;14932;SALG ELMA CHIPS CHEETOS ASSADO OND REQUEIJAO 122G;1;9,99;122;PCT
854;2024-01-02 00:00:00;632376;36152;FREDERICO WESTPHALEN;SANTO INACIO;2;62203;CHOC LACTA SONHO DE VALSA RECHEADA BARRA 98G;1;8,98;98;TBL
855;2024-01-02 00:00:00;632376;36152;FREDERICO WESTPHALEN;SANTO INACIO;3;525;PAO CASEIRO SOVADO COTRIFRED KG;0,287999988;19,9;1000;KG
856;2024-01-02 00:00:00;632376;36152;FREDERICO WESTPHALEN;SANTO INACIO;4;525;PAO CASEIRO SOVADO COTRIFRED KG;0,291999996;19,9;1000;KG
857;2024-01-02 00:00:00;632376;36152;FREDERICO WESTPHALEN;SANTO INACIO;5;12877;TODDYNHO TP 200ML;1;3,39;200;TP
858;2024-01-02 00:00:00;632376;36152;FREDERICO WESTPHALEN;SANTO INACIO;6;12877;TODDYNHO TP 200ML;1;3,39;200;TP
